Label,Message
spam,"Dear customer, We wish you a Happy Diwali. Thanks for being a Air India customer."
info,Lakshmi Auto Agency : Service of your car KA38D2836 is due in 44 days on 2015-06-08. Please contact us at 9711357666 to book a service.
info,"Dear Guest, Thanks for choosing Zizzi. Order ID 8314. Delivery by 2010-09-30 2:15. Enjoy 28% discount on your next purchase. Code JAJI2Y. T&C."
info,The PNR for your Air India Flt 1T177 for PNQ-NMB on 2014-01-31 at 20:44 hrs  is JY31UK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,seeya next Friday bro
info,Bill dated 2011-11-19 for Rs 399 has been generated for your Vodafone fixedline/broadband relationship no. 62167523. The same will reach you by 2011-11-22. Due date: 2011-12-04.
spam,"Greetings, SBI wishes you a Merry Christmas."
spam,"Now you can Renew Your Subscription of Electronics For You for your Subscription No: E159456 at Half the Cover Price. To avail this special offer before it expires on 10th October 2015, please visit http://pay.efyindia.com/specialrenew/ Team-Support | EFY"
spam,"Delivered: Your package withOut for Delivery: SAMSUNG Galaxy J5 - 6 ... with tracking ID FMPP0058812707 from flipkart.com,was successfully delivered. More info at http://flipkart.com/cBfWh1e"
info,YourBus (HIRIYUR-DAVANEGERE 23:32) left  Anand Rao Circle at 24:32 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,"okay, thanks for the reminder"
info,"Dear Guest, Thanks for choosing diner. Order ID 6854. Delivery by 2011-11-14 13:15. Enjoy 1% discount on your next purchase. Code DTPE4G. T&C."
info,Bill dated 2015-03-20 for Rs 370 has been generated for your Jio fixedline/broadband relationship no. 14456612. The same will reach you by 2015-03-23. Due date: 2015-04-04.
ham,meet john at pizza hut on lunch
info,"Hi Customer, Booking ID: WC7E3FJ. Seats: PLATINUM-D1, 1 seat(s) for Storks on 2013-11-08 10:48 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
spam,"Dear Customer, invest today in ICICI Bank 390 days FD @ 7.25% p.a. for a better tomorrow. Rates valid till 16-Nov-16. To open a FD, visit bit.ly/1OkFJAF. T&amp;C."
spam,"Dear INDIGO Customer, flight 1B258 from RJA shall be boarding from gate 19R. Boarding gate closes10 mins prior to the departure time."

